i>>?PROD_EST,COBERTURA,ANIO,MES,ID_ENTIDAD,ID_MUNICIPIO,GRUPO_PRODUCTO,PRODUCTO,UNIDAD_MEDIDA,VOLUMEN,ESTATUS
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	01,	002,Metales Preciosos,Oro,Kilogramos,33,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	01,	002,Metales Preciosos,Plata,Kilogramos,3007,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	01,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,693,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	01,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,146,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	01,	002,Metales Industriales No Ferrosos,Zinc,Toneladas,2499,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	02,	001,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,2275,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	02,	002,Metales Preciosos,Oro,Kilogramos,26,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	02,	002,Metales Preciosos,Plata,Kilogramos,295,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	002,Minerales No MetA!licos,Fluorita,Toneladas,2886,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	018,Metales y Minerales SiderAorgicos,Coque,Toneladas,134028,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	018,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,246019,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	020,Minerales No MetA!licos,Barita,Toneladas,2041,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	020,Minerales No MetA!licos,Fluorita,Toneladas,5716,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	023,Metales Preciosos,Plata,Kilogramos,9720,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	023,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	024,Minerales No MetA!licos,Barita,Toneladas,109,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	032,Metales y Minerales SiderAorgicos,Coque,Toneladas,7170,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	05,	034,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,192889,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	06,	005,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,106679,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	06,	007,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,230238,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	06,	008,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,250761,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	07,	074,Minerales No MetA!licos,Azufre,Toneladas,19260,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	001,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,335,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	002,Metales Preciosos,Oro,Kilogramos,0.2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	002,Metales Preciosos,Plata,Kilogramos,91,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,16,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	004,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	004,Metales Preciosos,Plata,Kilogramos,1050,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	004,Metales Industriales No Ferrosos,Plomo,Toneladas,206,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	004,Metales Industriales No Ferrosos,Cobre,Toneladas,9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	004,Metales Industriales No Ferrosos,Zinc,Toneladas,571,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	005,Metales Preciosos,Oro,Kilogramos,0.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	005,Metales Preciosos,Plata,Kilogramos,1153,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	005,Metales Industriales No Ferrosos,Plomo,Toneladas,203,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	005,Metales Industriales No Ferrosos,Cobre,Toneladas,182,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	005,Metales Industriales No Ferrosos,Zinc,Toneladas,4450,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	011,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,58797,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	017,Metales Preciosos,Plata,Kilogramos,873,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	017,Metales Industriales No Ferrosos,Plomo,Toneladas,22,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	017,Metales Industriales No Ferrosos,Cobre,Toneladas,203,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	017,Metales Industriales No Ferrosos,Zinc,Toneladas,951,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	020,Metales Preciosos,Oro,Kilogramos,350,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	020,Metales Preciosos,Plata,Kilogramos,33093,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	032,Metales Preciosos,Oro,Kilogramos,7.8,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	032,Metales Preciosos,Plata,Kilogramos,1659,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	032,Metales Industriales No Ferrosos,Plomo,Toneladas,69,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	032,Metales Industriales No Ferrosos,Cobre,Toneladas,5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	040,Metales Preciosos,Oro,Kilogramos,175,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	040,Metales Preciosos,Plata,Kilogramos,10182,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	042,Minerales No MetA!licos,Fluorita,Toneladas,14,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	044,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	044,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	044,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	044,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	047,Metales Preciosos,Oro,Kilogramos,57,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	047,Metales Preciosos,Plata,Kilogramos,316,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	051,Metales Preciosos,Oro,Kilogramos,1069.9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	051,Metales Preciosos,Plata,Kilogramos,23237,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	059,Metales Preciosos,Oro,Kilogramos,27.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	059,Metales Preciosos,Plata,Kilogramos,5432,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	059,Metales Industriales No Ferrosos,Plomo,Toneladas,999,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	059,Metales Industriales No Ferrosos,Cobre,Toneladas,189,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	059,Metales Industriales No Ferrosos,Zinc,Toneladas,1935,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	060,Metales Preciosos,Oro,Kilogramos,14.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	060,Metales Preciosos,Plata,Kilogramos,11046,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	060,Metales Industriales No Ferrosos,Plomo,Toneladas,1484,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	060,Metales Industriales No Ferrosos,Cobre,Toneladas,583,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	060,Metales Industriales No Ferrosos,Zinc,Toneladas,2798,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	062,Metales Preciosos,Oro,Kilogramos,2.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	062,Metales Preciosos,Plata,Kilogramos,5747,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	062,Metales Industriales No Ferrosos,Plomo,Toneladas,1680,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	062,Metales Industriales No Ferrosos,Cobre,Toneladas,110,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	062,Metales Industriales No Ferrosos,Zinc,Toneladas,1332,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	065,Metales Preciosos,Oro,Kilogramos,294,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2012,Enero,	08,	065,Metales Preciosos,Plata,Kilogramos,1000,Cifras Definitivas.
