i>>?PROD_EST,COBERTURA,ANIO,MES,ID_ENTIDAD,ID_MUNICIPIO,GRUPO_PRODUCTO,PRODUCTO,UNIDAD_MEDIDA,VOLUMEN,ESTATUS
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	01,	002,Metales Preciosos,Oro,Kilogramos,8.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	01,	002,Metales Preciosos,Plata,Kilogramos,2458,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	01,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,636,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	01,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,55,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	01,	002,Metales Industriales No Ferrosos,Zinc,Toneladas,467,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	002,Minerales No MetA!licos,Fluorita,Toneladas,1978,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	018,Metales y Minerales SiderAorgicos,Coque,Toneladas,97340,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	018,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,181109,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	020,Minerales No MetA!licos,Barita,Toneladas,2112,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	020,Minerales No MetA!licos,Fluorita,Toneladas,8756,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	023,Metales Preciosos,Oro,Kilogramos,0.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	023,Metales Preciosos,Plata,Kilogramos,3898,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	023,Metales Industriales No Ferrosos,Plomo,Toneladas,136,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	023,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	024,Minerales No MetA!licos,Barita,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	032,Metales y Minerales SiderAorgicos,Coque,Toneladas,5546,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	05,	034,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,484707,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	06,	005,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,109964,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	06,	007,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,228627,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2009,Enero,	06,	008,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,308534,Cifras Definitivas.
