i>>?PROD_EST,COBERTURA,ANIO,MES,ID_ENTIDAD,ID_MUNICIPIO,GRUPO_PRODUCTO,PRODUCTO,UNIDAD_MEDIDA,VOLUMEN,ESTATUS
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	01,	002,Metales Preciosos,Oro,Kilogramos,79.9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	01,	002,Metales Preciosos,Plata,Kilogramos,3918,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	01,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,606,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	01,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,86,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	01,	002,Metales Industriales No Ferrosos,Zinc,Toneladas,2793,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	02,	001,Minerales No MetA!licos,Barita,Toneladas,1987,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	02,	002,Metales Preciosos,Oro,Kilogramos,195.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	02,	002,Metales Preciosos,Plata,Kilogramos,2097,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	03,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	002,Minerales No MetA!licos,Fluorita,Toneladas,44,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	018,Metales y Minerales SiderAorgicos,Coque,Toneladas,138326,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	018,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,253291,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	020,Minerales No MetA!licos,Barita,Toneladas,6606,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	020,Minerales No MetA!licos,Fluorita,Toneladas,3200,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	023,Metales Preciosos,Oro,Kilogramos,0.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	023,Metales Preciosos,Plata,Kilogramos,5607,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	024,Minerales No MetA!licos,Barita,Toneladas,100,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	032,Metales y Minerales SiderAorgicos,Coque,Toneladas,7689,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	033,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,27,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	05,	034,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,270632,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	06,	005,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,128324,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	06,	007,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,199646,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	06,	008,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,115395,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	07,	074,Minerales No MetA!licos,Azufre,Toneladas,24499,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	001,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,863,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	004,Metales Preciosos,Plata,Kilogramos,125,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	004,Metales Industriales No Ferrosos,Plomo,Toneladas,26,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	004,Metales Industriales No Ferrosos,Cobre,Toneladas,4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	004,Metales Industriales No Ferrosos,Zinc,Toneladas,186,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	005,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	005,Metales Preciosos,Plata,Kilogramos,1493,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	005,Metales Industriales No Ferrosos,Plomo,Toneladas,69,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	005,Metales Industriales No Ferrosos,Cobre,Toneladas,250,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	005,Metales Industriales No Ferrosos,Zinc,Toneladas,3385,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	007,Metales Industriales No Ferrosos,Plomo,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	007,Metales Industriales No Ferrosos,Zinc,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	011,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,61190,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	018,Metales Preciosos,Oro,Kilogramos,1.9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	018,Metales Preciosos,Plata,Kilogramos,2610,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	018,Metales Industriales No Ferrosos,Plomo,Toneladas,88,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	018,Metales Industriales No Ferrosos,Zinc,Toneladas,41,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	020,Metales Preciosos,Oro,Kilogramos,245.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	020,Metales Preciosos,Plata,Kilogramos,21615,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	030,Metales Preciosos,Oro,Kilogramos,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	032,Metales Preciosos,Oro,Kilogramos,3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	032,Metales Preciosos,Plata,Kilogramos,2013,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	032,Metales Industriales No Ferrosos,Plomo,Toneladas,70,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	032,Metales Industriales No Ferrosos,Cobre,Toneladas,3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	032,Metales Industriales No Ferrosos,Zinc,Toneladas,128,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	038,Minerales No MetA!licos,Barita,Toneladas,432,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	040,Metales Preciosos,Oro,Kilogramos,165.9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	040,Metales Preciosos,Plata,Kilogramos,9502,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	047,Metales Preciosos,Oro,Kilogramos,0.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	047,Metales Preciosos,Plata,Kilogramos,162,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	051,Metales Preciosos,Oro,Kilogramos,749.6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	051,Metales Preciosos,Plata,Kilogramos,12345,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	056,Metales Industriales No Ferrosos,Cobre,Toneladas,76,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	059,Metales Preciosos,Oro,Kilogramos,7,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	059,Metales Preciosos,Plata,Kilogramos,3909,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	059,Metales Industriales No Ferrosos,Plomo,Toneladas,923,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	059,Metales Industriales No Ferrosos,Cobre,Toneladas,255,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	059,Metales Industriales No Ferrosos,Zinc,Toneladas,2086,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	060,Metales Preciosos,Oro,Kilogramos,14,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	060,Metales Preciosos,Plata,Kilogramos,11023,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	060,Metales Industriales No Ferrosos,Plomo,Toneladas,1887,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	060,Metales Industriales No Ferrosos,Cobre,Toneladas,525,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	060,Metales Industriales No Ferrosos,Zinc,Toneladas,3053,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	065,Metales Preciosos,Oro,Kilogramos,37,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	065,Metales Preciosos,Plata,Kilogramos,5173,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	065,Metales Industriales No Ferrosos,Cobre,Toneladas,666,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	08,	065,Metales Industriales No Ferrosos,Zinc,Toneladas,50,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	002,Metales Preciosos,Plata,Kilogramos,43,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	002,Metales Industriales No Ferrosos,Zinc,Toneladas,11,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	004,Metales Preciosos,Oro,Kilogramos,28.5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	004,Metales Preciosos,Plata,Kilogramos,4894,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	004,Metales Industriales No Ferrosos,Plomo,Toneladas,437,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	004,Metales Industriales No Ferrosos,Cobre,Toneladas,293,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	004,Metales Industriales No Ferrosos,Zinc,Toneladas,6209,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	005,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,239829,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	009,Metales Preciosos,Oro,Kilogramos,39,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	009,Metales Preciosos,Plata,Kilogramos,16652,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	009,Metales Industriales No Ferrosos,Plomo,Toneladas,11,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	009,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	011,Metales Preciosos,Oro,Kilogramos,0.2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	011,Metales Preciosos,Plata,Kilogramos,722,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	011,Metales Industriales No Ferrosos,Plomo,Toneladas,25,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	011,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	011,Metales Industriales No Ferrosos,Zinc,Toneladas,66,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	013,Metales Preciosos,Plata,Kilogramos,1961,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	013,Metales Industriales No Ferrosos,Plomo,Toneladas,162,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	013,Metales Industriales No Ferrosos,Zinc,Toneladas,284,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	016,Metales Preciosos,Oro,Kilogramos,1.5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	016,Metales Preciosos,Plata,Kilogramos,5610,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	016,Metales Industriales No Ferrosos,Plomo,Toneladas,254,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	016,Metales Industriales No Ferrosos,Zinc,Toneladas,841,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	019,Metales Preciosos,Oro,Kilogramos,87,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	019,Metales Preciosos,Plata,Kilogramos,6328,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	019,Metales Industriales No Ferrosos,Plomo,Toneladas,11,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	019,Metales Industriales No Ferrosos,Zinc,Toneladas,6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	020,Metales Preciosos,Oro,Kilogramos,23.5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	020,Metales Preciosos,Plata,Kilogramos,3951,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	020,Metales Industriales No Ferrosos,Zinc,Toneladas,168,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	026,Metales Preciosos,Oro,Kilogramos,422,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	026,Metales Preciosos,Plata,Kilogramos,20053,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	026,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	028,Metales Preciosos,Oro,Kilogramos,183.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	032,Metales Preciosos,Oro,Kilogramos,288.7,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	032,Metales Preciosos,Plata,Kilogramos,9817,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	032,Metales Industriales No Ferrosos,Plomo,Toneladas,538,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	032,Metales Industriales No Ferrosos,Cobre,Toneladas,59,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	032,Metales Industriales No Ferrosos,Zinc,Toneladas,705,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2015,Enero,	10,	035,Metales Preciosos,Oro,Kilogramos,7.6,Cifras Definitivas.
