i>>?PROD_EST,COBERTURA,ANIO,MES,ID_ENTIDAD,ID_MUNICIPIO,GRUPO_PRODUCTO,PRODUCTO,UNIDAD_MEDIDA,VOLUMEN,ESTATUS
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	004,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	004,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	004,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	004,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	004,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	005,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	005,Metales Preciosos,Plata,Kilogramos,869,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	005,Metales Industriales No Ferrosos,Plomo,Toneladas,46,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	005,Metales Industriales No Ferrosos,Cobre,Toneladas,170,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	005,Metales Industriales No Ferrosos,Zinc,Toneladas,4372,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	011,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,35799,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	018,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	018,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	030,Metales Preciosos,Oro,Kilogramos,2.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	030,Metales Preciosos,Plata,Kilogramos,24,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	030,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	030,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	032,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	032,Metales Preciosos,Plata,Kilogramos,570,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	032,Metales Industriales No Ferrosos,Plomo,Toneladas,8,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	032,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	032,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	036,Minerales No MetA!licos,Barita,Toneladas,1430,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	044,Metales Preciosos,Oro,Kilogramos,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	044,Metales Preciosos,Plata,Kilogramos,229,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	044,Metales Industriales No Ferrosos,Plomo,Toneladas,8,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	044,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	044,Metales Industriales No Ferrosos,Zinc,Toneladas,22,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	059,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	059,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	059,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	059,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	059,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	060,Metales Preciosos,Oro,Kilogramos,17.6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	060,Metales Preciosos,Plata,Kilogramos,10561,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	060,Metales Industriales No Ferrosos,Plomo,Toneladas,1263,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	060,Metales Industriales No Ferrosos,Cobre,Toneladas,505,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	060,Metales Industriales No Ferrosos,Zinc,Toneladas,2808,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	062,Metales Preciosos,Oro,Kilogramos,4.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	062,Metales Preciosos,Plata,Kilogramos,12949,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	062,Metales Industriales No Ferrosos,Plomo,Toneladas,3118,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	062,Metales Industriales No Ferrosos,Cobre,Toneladas,147,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	062,Metales Industriales No Ferrosos,Zinc,Toneladas,2229,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	065,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	08,	065,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	002,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	002,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	002,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	002,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	002,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	004,Metales Preciosos,Oro,Kilogramos,111,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	004,Metales Preciosos,Plata,Kilogramos,8518,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	004,Metales Industriales No Ferrosos,Plomo,Toneladas,2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	004,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	005,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,41906,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	007,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	007,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	007,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	008,Metales Preciosos,Oro,Kilogramos,1.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	008,Metales Preciosos,Plata,Kilogramos,154,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	008,Metales Industriales No Ferrosos,Plomo,Toneladas,8,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	008,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	009,Metales Preciosos,Oro,Kilogramos,6.8,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	009,Metales Preciosos,Plata,Kilogramos,635,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	009,Metales Industriales No Ferrosos,Plomo,Toneladas,56,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	009,Metales Industriales No Ferrosos,Cobre,Toneladas,4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	009,Metales Industriales No Ferrosos,Zinc,Toneladas,78,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	011,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	011,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	011,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	011,Minerales No MetA!licos,Fluorita,Toneladas,1106,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	016,Metales Preciosos,Oro,Kilogramos,4.5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	016,Metales Preciosos,Plata,Kilogramos,93,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	016,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	016,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	016,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	019,Metales Preciosos,Oro,Kilogramos,56.2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	019,Metales Preciosos,Plata,Kilogramos,4670,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	019,Metales Industriales No Ferrosos,Plomo,Toneladas,40,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	019,Metales Industriales No Ferrosos,Cobre,Toneladas,6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	024,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	024,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	026,Metales Preciosos,Oro,Kilogramos,212.9,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	026,Metales Preciosos,Plata,Kilogramos,15795,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	026,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	032,Metales Preciosos,Oro,Kilogramos,328.2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	032,Metales Preciosos,Plata,Kilogramos,6308,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	032,Metales Industriales No Ferrosos,Plomo,Toneladas,492,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	032,Metales Industriales No Ferrosos,Cobre,Toneladas,50,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	032,Metales Industriales No Ferrosos,Zinc,Toneladas,799,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	037,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	037,Metales Preciosos,Plata,Kilogramos,237,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	037,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	037,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	10,	037,Metales Industriales No Ferrosos,Zinc,Toneladas,4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	015,Metales Preciosos,Oro,Kilogramos,97.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	015,Metales Preciosos,Plata,Kilogramos,5088,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	015,Metales Industriales No Ferrosos,Plomo,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	015,Metales Industriales No Ferrosos,Cobre,Toneladas,1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	015,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	11,	027,Minerales No MetA!licos,Azufre,Toneladas,2698,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	003,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	003,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	003,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	003,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	021,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	021,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	055,Metales Preciosos,Oro,Kilogramos,1.4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	055,Metales Preciosos,Plata,Kilogramos,3232,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	055,Metales Industriales No Ferrosos,Plomo,Toneladas,312,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	055,Metales Industriales No Ferrosos,Cobre,Toneladas,11,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	055,Metales Industriales No Ferrosos,Zinc,Toneladas,760,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	075,Metales Preciosos,Oro,Kilogramos,35.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	12,	075,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	048,Metales Preciosos,Oro,Kilogramos,4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	048,Metales Preciosos,Plata,Kilogramos,848,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	076,Minerales No MetA!licos,Azufre,Toneladas,2305,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	084,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	084,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	084,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	084,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	13,	084,Metales Industriales No Ferrosos,Zinc,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	028,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	028,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	039,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	039,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	040,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	040,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	076,Metales Preciosos,Oro,Kilogramos,15.1,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	076,Metales Preciosos,Plata,Kilogramos,6918,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	076,Metales Industriales No Ferrosos,Plomo,Toneladas,4,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	076,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	080,Metales Preciosos,Oro,Kilogramos,0.3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	080,Metales Preciosos,Plata,Kilogramos,105,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	080,Metales Industriales No Ferrosos,Plomo,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	080,Metales Industriales No Ferrosos,Cobre,Toneladas,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	120,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	14,	120,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	086,Metales Preciosos,Oro,Kilogramos,7.6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	086,Metales Preciosos,Plata,Kilogramos,878,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	116,Metales Preciosos,Oro,Kilogramos,60.2,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	116,Metales Preciosos,Plata,Kilogramos,7055,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	116,Metales Industriales No Ferrosos,Plomo,Toneladas,429,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	116,Metales Industriales No Ferrosos,Cobre,Toneladas,84,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	116,Metales Industriales No Ferrosos,Zinc,Toneladas,2122,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	117,Metales Preciosos,Oro,Kilogramos,6.5,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	117,Metales Preciosos,Plata,Kilogramos,535,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	117,Metales Industriales No Ferrosos,Plomo,Toneladas,42,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	117,Metales Industriales No Ferrosos,Cobre,Toneladas,3,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	15,	117,Metales Industriales No Ferrosos,Zinc,Toneladas,62,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	008,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,47765,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	010,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	038,Metales Preciosos,Oro,Kilogramos,3.6,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	038,Metales Preciosos,Plata,Kilogramos,30,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	038,Metales Industriales No Ferrosos,Cobre,Toneladas,94,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	052,Metales y Minerales SiderAorgicos,Fierro en Extraccion,Toneladas,141613,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	16,	052,Metales y Minerales SiderAorgicos,Pellets de fierro,Toneladas,115731,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	18,	015,Metales Preciosos,Oro,Kilogramos,0,Cifras Definitivas.
ProducciA3n minera por principales entidades federativas y municipios,Municipal,2004,Enero,	18,	015,Metales Preciosos,Plata,Kilogramos,0,Cifras Definitivas.
